yourlist:M201501042EL1V9A9QJ,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
NP_056410,Q96DR7,ARHGQ_HUMAN,reviewed,Rho guanine nucleotide exchange factor 26 (SH3 domain-containing guanine exchange factor),ARHGEF26 SGEF HMFN1864,Homo sapiens (Human),871
NP_005643,Q15554,TERF2_HUMAN,reviewed,Telomeric repeat-binding factor 2 (TTAGGG repeat-binding factor 2) (Telomeric DNA-binding protein),TERF2 TRBF2 TRF2,Homo sapiens (Human),542
NP_003249,P04183,KITH_HUMAN,reviewed,"Thymidine kinase, cytosolic (EC 2.7.1.21)",TK1,Homo sapiens (Human),234
NP_003325,P22314,UBA1_HUMAN,reviewed,Ubiquitin-like modifier-activating enzyme 1 (Protein A1S9) (Ubiquitin-activating enzyme E1),UBA1 A1S9T UBE1,Homo sapiens (Human),1058
NP_997006,Q13480,GAB1_HUMAN,reviewed,GRB2-associated-binding protein 1 (GRB2-associated binder 1) (Growth factor receptor bound protein 2-associated protein 1),GAB1,Homo sapiens (Human),694
NP_997006,Q9HA84,Q9HA84_HUMAN,unreviewed,"cDNA FLJ12080 fis, clone HEMBB1002477, highly similar to Human Grb2-associated binder-1 mRNA",,Homo sapiens (Human),275
"NP_005045,NP_115636",Q99666,RGPD5_HUMAN,reviewed,RANBP2-like and GRIP domain-containing protein 5/6 (Ran-binding protein 2-like 1/2) (RanBP2-like 1/2) (RanBP2L1) (RanBP2L2) (Sperm membrane protein BS-63),RGPD5 RANBP2L1 RGP5 RGP7 RGPD7; RGPD6 RANBP2L2 RGP6,Homo sapiens (Human),1765
NP_699165,Q96GP6,SREC2_HUMAN,reviewed,Scavenger receptor class F member 2 (SRECRP-1) (Scavenger receptor expressed by endothelial cells 2 protein) (SREC-II),SCARF2 SREC2 SREPCR,Homo sapiens (Human),870
NP_003366,P45880,VDAC2_HUMAN,reviewed,Voltage-dependent anion-selective channel protein 2 (VDAC-2) (hVDAC2) (Outer mitochondrial membrane protein porin 2),VDAC2,Homo sapiens (Human),294
NP_056065,Q8TD16,BICD2_HUMAN,reviewed,Protein bicaudal D homolog 2 (Bic-D 2),BICD2 KIAA0699,Homo sapiens (Human),824
NP_056065,Q96FU2,Q96FU2_HUMAN,unreviewed,BICD2 protein (Fragment),BICD2,Homo sapiens (Human),126
NP_002028,P06241,FYN_HUMAN,reviewed,Tyrosine-protein kinase Fyn (EC 2.7.10.2) (Proto-oncogene Syn) (Proto-oncogene c-Fyn) (Src-like kinase) (SLK) (p59-Fyn),FYN,Homo sapiens (Human),537
NP_036595,Q9Y487,VPP2_HUMAN,reviewed,V-type proton ATPase 116 kDa subunit a isoform 2 (V-ATPase 116 kDa isoform a2) (Lysosomal H(+)-transporting ATPase V0 subunit a2) (TJ6) (Vacuolar proton translocating ATPase 116 kDa subunit a isoform 2),ATP6V0A2,Homo sapiens (Human),856
NP_115498,Q96EV8,DTBP1_HUMAN,reviewed,Dysbindin (Biogenesis of lysosome-related organelles complex 1 subunit 8) (BLOC-1 subunit 8) (Dysbindin-1) (Dystrobrevin-binding protein 1) (Hermansky-Pudlak syndrome 7 protein) (HPS7 protein),DTNBP1 BLOC1S8 My031,Homo sapiens (Human),351
NP_060140,B3KUV5,B3KUV5_HUMAN,unreviewed,"cDNA FLJ40710 fis, clone THYMU2027125, highly similar to Ubiquitin thioesterase protein OTUB1 (EC 3.4.-.-)",,Homo sapiens (Human),315
NP_060140,Q96FW1,OTUB1_HUMAN,reviewed,Ubiquitin thioesterase OTUB1 (EC 3.4.19.12) (Deubiquitinating enzyme OTUB1) (OTU domain-containing ubiquitin aldehyde-binding protein 1) (Otubain-1) (hOTU1) (Ubiquitin-specific-processing protease OTUB1),OTUB1 OTB1 OTU1 HSPC263,Homo sapiens (Human),271
NP_000284,Q93100,KPBB_HUMAN,reviewed,Phosphorylase b kinase regulatory subunit beta (Phosphorylase kinase subunit beta),PHKB,Homo sapiens (Human),1093
NP_056399,Q9Y2S7,PDIP2_HUMAN,reviewed,Polymerase delta-interacting protein 2 (38 kDa DNA polymerase delta interaction protein) (p38),POLDIP2 PDIP38 POLD4 HSPC017,Homo sapiens (Human),368
NP_002895,P18615,NELFE_HUMAN,reviewed,Negative elongation factor E (NELF-E) (RNA-binding protein RD),NELFE RD RDBP,Homo sapiens (Human),380
NP_005126,Q9UHW9,S12A6_HUMAN,reviewed,Solute carrier family 12 member 6 (Electroneutral potassium-chloride cotransporter 3) (K-Cl cotransporter 3),SLC12A6 KCC3,Homo sapiens (Human),1150
NP_055580,Q15388,TOM20_HUMAN,reviewed,Mitochondrial import receptor subunit TOM20 homolog (Mitochondrial 20 kDa outer membrane protein) (Outer mitochondrial membrane receptor Tom20),TOMM20 KIAA0016,Homo sapiens (Human),145
NP_689837,Q8IU60,DCP2_HUMAN,reviewed,m7GpppN-mRNA hydrolase (EC 3.6.1.62) (Nucleoside diphosphate-linked moiety X motif 20) (Nudix motif 20) (mRNA-decapping enzyme 2) (hDpc),DCP2 NUDT20,Homo sapiens (Human),420
NP_002874,P46060,RAGP1_HUMAN,reviewed,Ran GTPase-activating protein 1 (RanGAP1),RANGAP1 KIAA1835 SD,Homo sapiens (Human),587
NP_002874,Q9BSK3,Q9BSK3_HUMAN,unreviewed,Putative uncharacterized protein (Fragment),,Homo sapiens (Human),213
NP_001511,Q12789,TF3C1_HUMAN,reviewed,General transcription factor 3C polypeptide 1 (TF3C-alpha) (TFIIIC box B-binding subunit) (Transcription factor IIIC 220 kDa subunit) (TFIIIC 220 kDa subunit) (TFIIIC220) (Transcription factor IIIC subunit alpha),GTF3C1,Homo sapiens (Human),2109
NP_004028,Q01433,AMPD2_HUMAN,reviewed,AMP deaminase 2 (EC 3.5.4.6) (AMP deaminase isoform L),AMPD2,Homo sapiens (Human),879
NP_694997,Q32P44,EMAL3_HUMAN,reviewed,Echinoderm microtubule-associated protein-like 3 (EMAP-3),EML3,Homo sapiens (Human),896
NP_005959,P52272,HNRPM_HUMAN,reviewed,Heterogeneous nuclear ribonucleoprotein M (hnRNP M),HNRNPM HNRPM NAGR1,Homo sapiens (Human),730
NP_005695,Q92729,PTPRU_HUMAN,reviewed,Receptor-type tyrosine-protein phosphatase U (R-PTP-U) (EC 3.1.3.48) (Pancreatic carcinoma phosphatase 2) (PCP-2) (Protein-tyrosine phosphatase J) (PTP-J) (hPTP-J) (Protein-tyrosine phosphatase pi) (PTP pi) (Protein-tyrosine phosphatase receptor omicron) (PTP-RO) (Receptor-type protein-tyrosine phosphatase psi) (R-PTP-psi),PTPRU FMI PCP2 PTPRO,Homo sapiens (Human),1446
NP_005215,Q99856,ARI3A_HUMAN,reviewed,AT-rich interactive domain-containing protein 3A (ARID domain-containing protein 3A) (B-cell regulator of IgH transcription) (Bright) (Dead ringer-like protein 1) (E2F-binding protein 1),ARID3A DRIL1 DRIL3 DRX E2FBP1,Homo sapiens (Human),593
NP_742103,O95677,EYA4_HUMAN,reviewed,Eyes absent homolog 4 (EC 3.1.3.48),EYA4,Homo sapiens (Human),639
NP_742103,Q96CJ7,Q96CJ7_HUMAN,unreviewed,EYA4 protein (Fragment),EYA4,Homo sapiens (Human),410
NP_149079,Q5VSL9,STRP1_HUMAN,reviewed,Striatin-interacting protein 1 (Protein FAM40A),STRIP1 FAM40A KIAA1761,Homo sapiens (Human),837
NP_078795,Q6ZS17,FA65A_HUMAN,reviewed,Protein FAM65A,FAM65A KIAA1930,Homo sapiens (Human),1223
"NP_001035784,NP_064623",Q9NQS7,INCE_HUMAN,reviewed,Inner centromere protein,INCENP,Homo sapiens (Human),918
NP_116253,Q8NAV1,PR38A_HUMAN,reviewed,Pre-mRNA-splicing factor 38A,PRPF38A,Homo sapiens (Human),312
NP_001021,P42677,RS27_HUMAN,reviewed,40S ribosomal protein S27 (Metallopan-stimulin 1) (MPS-1),RPS27 MPS1,Homo sapiens (Human),84
NP_002527,Q3MII6,TBC25_HUMAN,reviewed,TBC1 domain family member 25,TBC1D25 OATL1,Homo sapiens (Human),688
NP_060215,Q6W2J9,BCOR_HUMAN,reviewed,BCL-6 corepressor (BCoR),BCOR KIAA1575,Homo sapiens (Human),1755
NP_057715,Q8N6E6,Q8N6E6_HUMAN,unreviewed,C21orf66 protein,C21orf66,Homo sapiens (Human),398
NP_057715,Q9Y5B6,PAXB1_HUMAN,reviewed,PAX3- and PAX7-binding protein 1 (GC-rich sequence DNA-binding factor 1),PAXBP1 C21orf66 GCFC GCFC1,Homo sapiens (Human),917
NP_653319,Q8N0Z3,SPICE_HUMAN,reviewed,Spindle and centriole-associated protein 1 (Coiled-coil domain-containing protein 52) (Spindle and centriole-associated protein),SPICE1 CCDC52 SPICE,Homo sapiens (Human),855
NP_060115,Q7Z4H7,HAUS6_HUMAN,reviewed,HAUS augmin-like complex subunit 6,HAUS6 DGT6 FAM29A KIAA1574,Homo sapiens (Human),955
NP_056993,A2RRP1,NBAS_HUMAN,reviewed,Neuroblastoma-amplified sequence (Neuroblastoma-amplified gene protein),NBAS NAG,Homo sapiens (Human),2371
NP_056993,G1UI26,G1UI26_HUMAN,unreviewed,Neuroblastoma-amplified sequence (Fragment),NBAS,Homo sapiens (Human),1561
NP_055118,B2RDF2,B2RDF2_HUMAN,unreviewed,Pescadillo homolog,PES1 hCG_2010949,Homo sapiens (Human),588
NP_055118,O00541,PESC_HUMAN,reviewed,Pescadillo homolog,PES1,Homo sapiens (Human),588
NP_006249,Q13976,KGP1_HUMAN,reviewed,cGMP-dependent protein kinase 1 (cGK 1) (cGK1) (EC 2.7.11.12) (cGMP-dependent protein kinase I) (cGKI),PRKG1 PRKG1B PRKGR1A PRKGR1B,Homo sapiens (Human),671
NP_005491,Q9UBE0,SAE1_HUMAN,reviewed,"SUMO-activating enzyme subunit 1 (Ubiquitin-like 1-activating enzyme E1A) [Cleaved into: SUMO-activating enzyme subunit 1, N-terminally processed]",SAE1 AOS1 SUA1 UBLE1A,Homo sapiens (Human),346
NP_009042,Q14186,TFDP1_HUMAN,reviewed,Transcription factor Dp-1 (DRTF1-polypeptide 1) (DRTF1) (E2F dimerization partner 1),TFDP1 DP1,Homo sapiens (Human),410
NP_077734,P47712,PA24A_HUMAN,reviewed,Cytosolic phospholipase A2 (cPLA2) (Phospholipase A2 group IVA) [Includes: Phospholipase A2 (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase); Lysophospholipase (EC 3.1.1.5)],PLA2G4A CPLA2 PLA2G4,Homo sapiens (Human),749
NP_061848,Q9NYB0,TE2IP_HUMAN,reviewed,Telomeric repeat-binding factor 2-interacting protein 1 (TERF2-interacting telomeric protein 1) (TRF2-interacting telomeric protein 1) (Dopamine receptor-interacting protein 5) (Repressor/activator protein 1 homolog) (RAP1 homolog) (hRap1),TERF2IP DRIP5 RAP1 PP8000,Homo sapiens (Human),399
NP_115726,Q9BRJ6,CG050_HUMAN,reviewed,Uncharacterized protein C7orf50,C7orf50 FP15621,Homo sapiens (Human),194
NP_015627,O96028,NSD2_HUMAN,reviewed,Histone-lysine N-methyltransferase NSD2 (EC 2.1.1.43) (Multiple myeloma SET domain-containing protein) (MMSET) (Nuclear SET domain-containing protein 2) (NSD2) (Protein trithorax-5) (Wolf-Hirschhorn syndrome candidate 1 protein) (WHSC1),WHSC1 KIAA1090 MMSET NSD2 TRX5,Homo sapiens (Human),1365
NP_057691,Q9UH62,ARMX3_HUMAN,reviewed,Armadillo repeat-containing X-linked protein 3 (ARM protein lost in epithelial cancers on chromosome X 3) (Protein ALEX3),ARMCX3 ALEX3 BM-017 UNQ2517/PRO6007,Homo sapiens (Human),379
NP_037395,Q9NPI1,BRD7_HUMAN,reviewed,Bromodomain-containing protein 7 (75 kDa bromodomain protein) (Protein CELTIX-1),BRD7 BP75 CELTIX1,Homo sapiens (Human),651
NP_057205,Q9Y597,KCTD3_HUMAN,reviewed,BTB/POZ domain-containing protein KCTD3 (Renal carcinoma antigen NY-REN-45),KCTD3,Homo sapiens (Human),815
NP_003759,B1AKZ4,B1AKZ4_HUMAN,unreviewed,"Phosphoprotein enriched in astrocytes 15, isoform CRA_a (cDNA, FLJ92023, Homo sapiens phosphoprotein enriched in astrocytes 15 (PEA15),mRNA)",PEA15 hCG_39732,Homo sapiens (Human),130
NP_003759,Q15121,PEA15_HUMAN,reviewed,Astrocytic phosphoprotein PEA-15 (15 kDa phosphoprotein enriched in astrocytes) (Phosphoprotein enriched in diabetes) (PED),PEA15,Homo sapiens (Human),130
NP_003759,Q96FS5,Q96FS5_HUMAN,unreviewed,PEA15 protein,,Homo sapiens (Human),74
NP_056289,Q59H15,Q59H15_HUMAN,unreviewed,SAM domain-and HD domain-containing protein 1 variant (Fragment),,Homo sapiens (Human),336
NP_056289,Q9Y3Z3,SAMH1_HUMAN,reviewed,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 (dNTPase) (EC 3.1.5.-) (Dendritic cell-derived IFNG-induced protein) (DCIP) (Monocyte protein 5) (MOP-5) (SAM domain and HD domain-containing protein 1),SAMHD1 MOP5,Homo sapiens (Human),626
NP_004881,O75391,SPAG7_HUMAN,reviewed,Sperm-associated antigen 7,SPAG7,Homo sapiens (Human),227
NP_003118,Q13813,SPTN1_HUMAN,reviewed,"Spectrin alpha chain, non-erythrocytic 1 (Alpha-II spectrin) (Fodrin alpha chain) (Spectrin, non-erythroid alpha subunit)",SPTAN1 NEAS SPTA2,Homo sapiens (Human),2472
NP_061903,Q7Z478,DHX29_HUMAN,reviewed,ATP-dependent RNA helicase DHX29 (EC 3.6.4.13) (DEAH box protein 29) (Nucleic acid helicase DDXx),DHX29 DDX29,Homo sapiens (Human),1369
NP_787048,P40222,TXLNA_HUMAN,reviewed,Alpha-taxilin,TXLNA TXLN,Homo sapiens (Human),546
NP_078800,Q9H7F0,AT133_HUMAN,reviewed,Probable cation-transporting ATPase 13A3 (EC 3.6.3.-) (ATPase family homolog up-regulated in senescence cells 1),ATP13A3 AFURS1,Homo sapiens (Human),1226
NP_689736,Q8N7R7,CCYL1_HUMAN,reviewed,Cyclin-Y-like protein 1,CCNYL1,Homo sapiens (Human),359
NP_116264,Q96IG2,FXL20_HUMAN,reviewed,F-box/LRR-repeat protein 20 (F-box and leucine-rich repeat protein 20) (F-box/LRR-repeat protein 2-like),FBXL20 FBL2,Homo sapiens (Human),436
NP_065132,Q9HD26,GOPC_HUMAN,reviewed,Golgi-associated PDZ and coiled-coil motif-containing protein (CFTR-associated ligand) (Fused in glioblastoma) (PDZ protein interacting specifically with TC10) (PIST),GOPC CAL FIG,Homo sapiens (Human),462
NP_056347,P0CAP2,GRL1A_HUMAN,reviewed,DNA-directed RNA polymerase II subunit GRINL1A (DNA-directed RNA polymerase II subunit M) (Glutamate receptor-like protein 1A),POLR2M GRINL1A,Homo sapiens (Human),368
NP_056347,Q6EEV4,GL1AD_HUMAN,reviewed,"DNA-directed RNA polymerase II subunit GRINL1A, isoforms 4/5 (DNA-directed RNA polymerase II subunit M, isoforms 4/5)",POLR2M GRINL1A,Homo sapiens (Human),148
NP_064620,Q8WY36,BBX_HUMAN,reviewed,HMG box transcription factor BBX (Bobby sox homolog) (HMG box-containing protein 2),BBX HBP2,Homo sapiens (Human),941
NP_005427,Q05CP8,Q05CP8_HUMAN,unreviewed,CCDC6 protein (Fragment),CCDC6,Homo sapiens (Human),334
NP_005427,Q16204,CCDC6_HUMAN,reviewed,Coiled-coil domain-containing protein 6 (Papillary thyroid carcinoma-encoded protein) (Protein H4),CCDC6 D10S170 TST1,Homo sapiens (Human),474
NP_005921,O15320,CTGE5_HUMAN,reviewed,cTAGE family member 5 (Protein cTAGE-5) (Meningioma-expressed antigen 6/11),CTAGE5 MEA11 MEA6 MGEA11 MGEA6,Homo sapiens (Human),804
NP_005921,Q59FD2,Q59FD2_HUMAN,unreviewed,"CTAGE family, member 5 isoform 1 variant (Fragment)",,Homo sapiens (Human),808
NP_079216,Q68DL4,Q68DL4_HUMAN,unreviewed,Putative uncharacterized protein DKFZp781J211 (Fragment),DKFZp781J211,Homo sapiens (Human),1093
NP_079216,Q9H7D0,DOCK5_HUMAN,reviewed,Dedicator of cytokinesis protein 5,DOCK5,Homo sapiens (Human),1870
NP_001448,O75369,FLNB_HUMAN,reviewed,Filamin-B (FLN-B) (ABP-278) (ABP-280 homolog) (Actin-binding-like protein) (Beta-filamin) (Filamin homolog 1) (Fh1) (Filamin-3) (Thyroid autoantigen) (Truncated actin-binding protein) (Truncated ABP),FLNB FLN1L FLN3 TABP TAP,Homo sapiens (Human),2602
NP_060110,Q5VZK9,LR16A_HUMAN,reviewed,Leucine-rich repeat-containing protein 16A (CARMIL homolog),LRRC16A CARMIL CARMIL1a LRRC16,Homo sapiens (Human),1371
NP_000072,Q99698,LYST_HUMAN,reviewed,Lysosomal-trafficking regulator (Beige homolog),LYST CHS CHS1,Homo sapiens (Human),3801
NP_689835,Q7Z3K6,MIER3_HUMAN,reviewed,Mesoderm induction early response protein 3 (Mi-er3),MIER3,Homo sapiens (Human),550
NP_958781,Q15149,PLEC_HUMAN,reviewed,Plectin (PCN) (PLTN) (Hemidesmosomal protein 1) (HD1) (Plectin-1),PLEC PLEC1,Homo sapiens (Human),4684
NP_005780,P61289,PSME3_HUMAN,reviewed,Proteasome activator complex subunit 3 (11S regulator complex subunit gamma) (REG-gamma) (Activator of multicatalytic protease subunit 3) (Ki nuclear autoantigen) (Proteasome activator 28 subunit gamma) (PA28g) (PA28gamma),PSME3,Homo sapiens (Human),254
NP_005780,V9HWJ8,V9HWJ8_HUMAN,unreviewed,Epididymis secretory protein Li 283,HEL-S-283,Homo sapiens (Human),254
NP_055740,Q9Y2K5,R3HD2_HUMAN,reviewed,R3H domain-containing protein 2,R3HDM2 KIAA1002,Homo sapiens (Human),976
NP_002939,P61313,RL15_HUMAN,reviewed,60S ribosomal protein L15,RPL15 EC45 TCBAP0781,Homo sapiens (Human),204
NP_001026854,Q16629,SRSF7_HUMAN,reviewed,"Serine/arginine-rich splicing factor 7 (Splicing factor 9G8) (Splicing factor, arginine/serine-rich 7)",SRSF7 SFRS7,Homo sapiens (Human),238
NP_003606,Q9Y6M7,S4A7_HUMAN,reviewed,Sodium bicarbonate cotransporter 3 (Electroneutral Na/HCO(3) cotransporter) (Sodium bicarbonate cotransporter 2) (Sodium bicarbonate cotransporter 2b) (Bicarbonate transporter) (Solute carrier family 4 member 7),SLC4A7 BT NBC2 NBC2B NBC3 NBCn1 SBC2 SLC4A6,Homo sapiens (Human),1214
NP_006594,Q8N3U4,STAG2_HUMAN,reviewed,Cohesin subunit SA-2 (SCC3 homolog 2) (Stromal antigen 2),STAG2 SA2,Homo sapiens (Human),1231
NP_009057,P55072,TERA_HUMAN,reviewed,Transitional endoplasmic reticulum ATPase (TER ATPase) (EC 3.6.4.6) (15S Mg(2+)-ATPase p97 subunit) (Valosin-containing protein) (VCP),VCP,Homo sapiens (Human),806
NP_009057,Q96IF9,Q96IF9_HUMAN,unreviewed,VCP protein (Fragment),VCP,Homo sapiens (Human),644
NP_009057,V9HW80,V9HW80_HUMAN,unreviewed,Epididymis luminal protein 220 (Epididymis secretory protein Li 70),HEL-S-70 HEL-220,Homo sapiens (Human),806
NP_006086,Q9Y2Q0,AT8A1_HUMAN,reviewed,Phospholipid-transporting ATPase IA (EC 3.6.3.1) (ATPase class I type 8A member 1) (Chromaffin granule ATPase II) (P4-ATPase flippase complex alpha subunit ATP8A1),ATP8A1 ATPIA,Homo sapiens (Human),1164
NP_056182,Q9BXK5,B2L13_HUMAN,reviewed,Bcl-2-like protein 13 (Bcl2-L-13) (Bcl-rambo) (Protein Mil1),BCL2L13 MIL1 CD003,Homo sapiens (Human),485
NP_003898,Q13144,EI2BE_HUMAN,reviewed,Translation initiation factor eIF-2B subunit epsilon (eIF-2B GDP-GTP exchange factor subunit epsilon),EIF2B5 EIF2BE,Homo sapiens (Human),721
NP_037366,Q9UBQ5,EIF3K_HUMAN,reviewed,Eukaryotic translation initiation factor 3 subunit K (eIF3k) (Eukaryotic translation initiation factor 3 subunit 12) (Muscle-specific gene M9 protein) (PLAC-24) (eIF-3 p25) (eIF-3 p28),EIF3K EIF3S12 ARG134 HSPC029 MSTP001 PTD001,Homo sapiens (Human),218
NP_001981,Q99504,EYA3_HUMAN,reviewed,Eyes absent homolog 3 (EC 3.1.3.48),EYA3,Homo sapiens (Human),573
NP_036336,B3KNH2,B3KNH2_HUMAN,unreviewed,"cDNA FLJ14603 fis, clone NT2RP1000357, highly similar to General transcription factor 3C polypeptide 4 (EC 2.3.1.48)",,Homo sapiens (Human),106
NP_036336,Q9UKN8,TF3C4_HUMAN,reviewed,General transcription factor 3C polypeptide 4 (EC 2.3.1.48) (TF3C-delta) (Transcription factor IIIC 90 kDa subunit) (TFIIIC 90 kDa subunit) (TFIIIC90) (Transcription factor IIIC subunit delta),GTF3C4,Homo sapiens (Human),822
NP_002219,P05412,JUN_HUMAN,reviewed,Transcription factor AP-1 (Activator protein 1) (AP1) (Proto-oncogene c-Jun) (V-jun avian sarcoma virus 17 oncogene homolog) (p39),JUN,Homo sapiens (Human),331
NP_060128,Q9NXS3,KLH28_HUMAN,reviewed,Kelch-like protein 28 (BTB/POZ domain-containing protein 5),KLHL28 BTBD5,Homo sapiens (Human),571
NP_776251,Q8N6L1,KTAP2_HUMAN,reviewed,Keratinocyte-associated protein 2 (KCP-2),KRTCAP2 KCP2,Homo sapiens (Human),136
NP_057227,Q53FE8,Q53FE8_HUMAN,unreviewed,"cDNA FLJ36526 fis, clone TRACH2003347, highly similar to NSFL1 cofactor p47 (p47 protein isoform a variant) (Fragment)",,Homo sapiens (Human),370
NP_057227,Q9UNZ2,NSF1C_HUMAN,reviewed,NSFL1 cofactor p47 (UBX domain-containing protein 2C) (p97 cofactor p47),NSFL1C UBXN2C,Homo sapiens (Human),370
NP_002618,Q01813,PFKAP_HUMAN,reviewed,"ATP-dependent 6-phosphofructokinase, platelet type (ATP-PFK) (PFK-P) (EC 2.7.1.11) (6-phosphofructokinase type C) (Phosphofructo-1-kinase isozyme C) (PFK-C) (Phosphohexokinase)",PFKP PFKF,Homo sapiens (Human),784
NP_003102,Q02447,SP3_HUMAN,reviewed,Transcription factor Sp3 (SPR-2),SP3,Homo sapiens (Human),781
NP_003102,Q86TP0,Q86TP0_HUMAN,unreviewed,SP3 protein (Fragment),SP3,Homo sapiens (Human),359
NP_062535,P49750,YLPM1_HUMAN,reviewed,YLP motif-containing protein 1 (Nuclear protein ZAP3) (ZAP113),YLPM1 C14orf170 ZAP3,Homo sapiens (Human),1951
NP_062535,Q8NF45,Q8NF45_HUMAN,unreviewed,FLJ00353 protein (Fragment),FLJ00353,Homo sapiens (Human),1766
NP_065974,N0DVB2,N0DVB2_HUMAN,unreviewed,Zinc finger DBF-type containing 2 vesion 1,ZDBF2,Homo sapiens (Human),2354
NP_065974,Q9HCK1,ZDBF2_HUMAN,reviewed,DBF4-type zinc finger-containing protein 2,ZDBF2 KIAA1571,Homo sapiens (Human),2354
NP_061185,Q9P258,RCC2_HUMAN,reviewed,Protein RCC2 (RCC1-like protein TD-60) (Telophase disk protein of 60 kDa),RCC2 KIAA1470 TD60,Homo sapiens (Human),522
NP_038469,Q9UKA8,RCAN3_HUMAN,reviewed,Calcipressin-3 (Down syndrome candidate region 1-like protein 2) (Myocyte-enriched calcineurin-interacting protein 3) (MCIP3) (Regulator of calcineurin 3),RCAN3 DSCR1L2,Homo sapiens (Human),241
NP_689805,Q6ZMZ3,SYNE3_HUMAN,reviewed,Nesprin-3 (Nuclear envelope spectrin repeat protein 3),SYNE3 C14orf49,Homo sapiens (Human),975
NP_003642,P16989,YBOX3_HUMAN,reviewed,Y-box-binding protein 3 (Cold shock domain-containing protein A) (DNA-binding protein A) (Single-strand DNA-binding protein NF-GMB),YBX3 CSDA DBPA,Homo sapiens (Human),372
NP_004651,O15523,DDX3Y_HUMAN,reviewed,"ATP-dependent RNA helicase DDX3Y (EC 3.6.4.13) (DEAD box protein 3, Y-chromosomal)",DDX3Y DBY,Homo sapiens (Human),660
NP_071927,Q9H116,GZF1_HUMAN,reviewed,GDNF-inducible zinc finger protein 1 (Zinc finger and BTB domain-containing protein 23) (Zinc finger protein 336),GZF1 ZBTB23 ZNF336,Homo sapiens (Human),711
NP_387467,Q8NG08,HELB_HUMAN,reviewed,DNA helicase B (hDHB) (EC 3.6.4.12),HELB,Homo sapiens (Human),1087
NP_689739,Q8TEW8,PAR3L_HUMAN,reviewed,Partitioning defective 3 homolog B (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 19 protein) (PAR3-beta) (Partitioning defective 3-like protein) (PAR3-L protein),PARD3B ALS2CR19 PAR3B PAR3L,Homo sapiens (Human),1205
NP_000531,P21817,RYR1_HUMAN,reviewed,Ryanodine receptor 1 (RYR-1) (RyR1) (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-type ryanodine receptor) (Type 1 ryanodine receptor),RYR1 RYDR,Homo sapiens (Human),5038
NP_057524,Q8IV63,VRK3_HUMAN,reviewed,Inactive serine/threonine-protein kinase VRK3 (Serine/threonine-protein pseudokinase VRK3) (Vaccinia-related kinase 3),VRK3,Homo sapiens (Human),474
NP_001377,Q16555,DPYL2_HUMAN,reviewed,Dihydropyrimidinase-related protein 2 (DRP-2) (Collapsin response mediator protein 2) (CRMP-2) (N2A3) (Unc-33-like phosphoprotein 2) (ULIP-2),DPYSL2 CRMP2 ULIP2,Homo sapiens (Human),572
NP_073557,Q8WYQ5,DGCR8_HUMAN,reviewed,Microprocessor complex subunit DGCR8 (DiGeorge syndrome critical region 8),DGCR8 C22orf12 DGCRK6 LP4941,Homo sapiens (Human),773
NP_065916,Q9H2U1,DHX36_HUMAN,reviewed,ATP-dependent RNA helicase DHX36 (EC 3.6.4.12) (EC 3.6.4.13) (DEAH box protein 36) (G4-resolvase 1) (G4R1) (MLE-like protein 1) (RNA helicase associated with AU-rich element ARE),DHX36 DDX36 KIAA1488 MLEL1 RHAU,Homo sapiens (Human),1008
"NP_127493,NP_127492",A8K9W7,A8K9W7_HUMAN,unreviewed,"cDNA FLJ77440, highly similar to Homo sapiens general transcription factor II, i (GTF2I), transcript variant 2, mRNA",,Homo sapiens (Human),978
